j xq yq zq rhoq vxq vyq vzq pxq pyq pzq Tq pq
1488 0.000000 -0.405530 0.361012 13.281188 2.278229 0.018959 -0.022730 30.257584 0.251793 -0.301880 0.018693 0.043251
1489 0.000000 -0.380952 0.361012 11.835075 2.417518 0.027755 -0.054652 28.611505 0.328485 -0.646811 0.020082 0.057465
1490 0.000000 -0.356375 0.361012 14.792408 2.501609 0.053624 -0.041266 37.004825 0.793229 -0.610428 0.019279 0.064439
1491 0.000000 -0.331797 0.361012 15.584518 2.618475 0.033243 -0.028687 40.807665 0.518083 -0.447079 0.021438 0.042856
1492 0.000000 -0.307220 0.361012 15.064615 2.711608 0.007798 -0.017065 40.849331 0.117477 -0.257079 0.021938 0.076007
1493 0.000000 -0.282642 0.361012 14.996514 2.841059 -0.022368 -0.030385 42.605984 -0.335446 -0.455667 0.025959 0.034154
1494 0.000000 -0.258065 0.361012 16.776964 2.953122 -0.046192 -0.050720 49.544416 -0.774966 -0.850928 0.013118 0.051570
1495 0.000000 -0.233487 0.361012 14.591919 3.029325 -0.018755 -0.045446 44.203659 -0.273677 -0.663141 0.016064 0.096235
1496 0.000000 -0.208909 0.361012 14.106267 3.089029 -0.003455 -0.004369 43.574672 -0.048735 -0.061627 0.018683 0.083743
1497 0.000000 -0.184332 0.361012 15.231100 3.182363 0.010435 0.016174 48.470894 0.158932 0.246355 0.024569 0.100609
1498 0.000000 -0.159754 0.361012 14.641869 3.161986 -0.011677 -0.000549 46.297387 -0.170975 -0.008041 0.029532 0.086559
1499 0.000000 -0.135177 0.361012 14.374170 3.176656 -0.025183 0.007755 45.661788 -0.361979 0.111469 0.026747 0.102192
1500 0.000000 -0.110599 0.361012 14.492700 3.264203 0.021302 0.002549 47.307107 0.308724 0.036947 0.018538 0.082213
1501 0.000000 -0.086022 0.361012 16.114301 3.293933 0.034605 -0.011602 53.079430 0.557643 -0.186955 0.015976 0.086418
1502 0.000000 -0.061444 0.361012 14.736232 3.349842 -0.008979 -0.026154 49.364045 -0.132311 -0.385408 0.018015 0.099582
1503 0.000000 -0.036866 0.361012 14.637487 3.400490 -0.032175 -0.047096 49.774635 -0.470960 -0.689364 0.022265 0.091736
1504 0.000000 -0.012289 0.361012 15.425658 3.396835 -0.021169 -0.040495 52.398407 -0.326545 -0.624657 0.023188 0.109171
1505 0.000000 0.012289 0.361012 16.397659 3.377169 -0.002303 -0.040873 55.377667 -0.037767 -0.670229 0.015863 0.109893
1506 0.000000 0.036866 0.361012 17.305000 3.333524 -0.003208 -0.037477 57.686629 -0.055511 -0.648534 0.012260 0.106042
1507 0.000000 0.061444 0.361012 15.827660 3.299488 -0.015532 -0.025469 52.223175 -0.245835 -0.403121 0.011729 0.104508
1508 0.000000 0.086022 0.361012 15.061451 3.253812 -0.013732 0.011696 49.007132 -0.206817 0.176161 0.015919 0.099609
1509 0.000000 0.110599 0.361012 15.803798 3.186639 -0.002434 0.012296 50.361002 -0.038462 0.194327 0.020300 0.085361
1510 0.000000 0.135177 0.361012 16.508098 3.143157 -0.006283 0.011247 51.887547 -0.103726 0.185670 0.020995 0.093735
1511 0.000000 0.159754 0.361012 16.579328 3.099404 0.000349 0.033688 51.386028 0.005789 0.558520 0.021169 0.086401
1512 0.000000 0.184332 0.361012 16.197064 2.998152 -0.019498 0.052264 48.561259 -0.315816 0.846520 0.020814 0.072480
1513 0.000000 0.208909 0.361012 16.362036 2.940399 0.006070 0.009381 48.110912 0.099324 0.153490 0.025174 0.088063
1514 0.000000 0.233487 0.361012 14.724729 2.886074 0.011821 0.038992 42.496665 0.174065 0.574151 0.020161 0.083828
1515 0.000000 0.258065 0.361012 15.203565 2.817255 0.017325 0.046826 42.832316 0.263404 0.711929 0.022458 0.064622
1516 0.000000 0.282642 0.361012 13.867893 2.698312 0.001719 0.011467 37.419907 0.023837 0.159022 0.019273 0.064479
1517 0.000000 0.307220 0.361012 14.324189 2.577157 -0.006960 -0.000267 36.915687 -0.099691 -0.003824 0.022837 0.061874
1518 0.000000 0.331797 0.361012 16.059487 2.440248 -0.037834 0.021993 39.189131 -0.607596 0.353192 0.015923 0.058299
1519 0.000000 0.356375 0.361012 15.031182 2.352396 -0.025178 0.003890 35.359300 -0.378462 0.058470 0.016412 0.059249
1520 0.000000 0.380952 0.361012 14.163761 2.247986 -0.029635 -0.000555 31.839930 -0.419748 -0.007864 0.025523 0.058534
1521 0.000000 0.405530 0.361012 13.631103 2.138276 -0.016892 -0.008107 29.147067 -0.230257 -0.110514 0.018723 0.049726
1522 0.000000 0.430108 0.361012 14.156438 2.049268 0.008192 0.009694 29.010331 0.115966 0.137234 0.018517 0.039815
1523 0.000000 0.454685 0.361012 13.971563 1.921515 0.005760 0.013533 26.846572 0.080471 0.189083 0.016956 0.044807
1524 0.000000 0.479263 0.361012 12.249218 1.748091 0.002106 0.017316 21.412747 0.025799 0.212105 0.014289 0.058667
1525 0.000000 0.503840 0.361012 14.171438 1.663977 0.015618 0.003169 23.580944 0.221327 0.044916 0.012497 0.043031
1526 0.000000 0.528418 0.361012 12.770925 1.551291 -0.008613 -0.014577 19.811421 -0.109998 -0.186158 0.019770 0.039239
1527 0.000000 0.552995 0.361012 13.064903 1.400456 -0.020009 0.022992 18.296821 -0.261409 0.300387 0.017873 0.013459
1528 0.000000 0.577573 0.361012 13.714163 1.314546 -0.006794 0.016640 18.027903 -0.093176 0.228209 0.024013 0.032975
1529 0.000000 0.602151 0.361012 12.330243 1.190778 -0.034784 -0.014038 14.682584 -0.428891 -0.173087 0.026673 0.054877
1530 0.000000 0.626728 0.361012 10.663088 1.023214 -0.041813 -0.005138 10.910617 -0.445852 -0.054788 0.016929 0.007391
1531 0.000000 0.651306 0.361012 12.421206 0.922202 -0.042442 0.013461 11.454858 -0.527177 0.167200 0.010705 0.018285
1532 0.000000 0.675883 0.361012 12.623651 0.869676 -0.027367 0.012845 10.978488 -0.345472 0.162148 0.010494 0.011971
1533 0.000000 0.700461 0.361012 11.948526 0.755211 0.001703 0.019181 9.023660 0.020344 0.229180 0.020195 0.024482
1534 0.000000 0.725038 0.361012 12.349789 0.621753 0.028405 0.029834 7.678515 0.350796 0.368439 0.018010 0.013575
1535 0.000000 0.749616 0.361012 10.520370 0.492437 -0.005006 -0.006335 5.180621 -0.052670 -0.066646 0.016619 0.013247
1536 0.000000 0.774194 0.361012 4.373310 0.369686 -0.004490 -0.002196 1.616751 -0.019638 -0.009603 0.014484 0.008011
1537 0.000000 -0.806452 0.376055 4.315663 0.259171 0.005728 -0.003103 1.118494 0.024719 -0.013393 0.008338 0.002572
1538 0.000000 -0.780850 0.376055 7.297421 0.344201 0.013311 -0.009537 2.511781 0.097135 -0.069594 0.014352 0.000000
1539 0.000000 -0.755248 0.376055 6.199613 0.470855 -0.001234 -0.020795 2.919120 -0.007651 -0.128922 0.013759 0.000000
1540 0.000000 -0.729647 0.376055 4.925498 0.660135 -0.006727 0.034725 3.251494 -0.033135 0.171037 0.017170 0.000000
1541 0.000000 -0.704045 0.376055 6.803720 0.855379 0.005719 -0.022483 5.819763 0.038913 -0.152966 0.020322 0.000000
1542 0.000000 -0.678443 0.376055 8.333950 0.987382 0.024581 -0.074867 8.228793 0.204857 -0.623938 0.014272 0.000000
1543 0.000000 -0.652842 0.376055 9.920035 1.070109 0.018550 -0.033521 10.615522 0.184018 -0.332529 0.008450 0.022820
1544 0.000000 -0.627240 0.376055 11.381219 1.145383 0.024296 -0.003845 13.035851 0.276517 -0.043764 0.010061 0.021481
1545 0.000000 -0.601639 0.376055 11.169832 1.308694 0.007370 -0.002593 14.617894 0.082317 -0.028969 0.020894 0.000000
1546 0.000000 -0.576037 0.376055 13.410349 1.450827 -0.007026 -0.039691 19.456102 -0.094219 -0.532275 0.006708 0.004046
1547 0.000000 -0.550435 0.376055 13.780872 1.543242 -0.003792 0.008193 21.267218 -0.052259 0.112908 0.009165 0.026373
1548 0.000000 -0.524834 0.376055 14.584254 1.656632 0.009210 0.018601 24.160747 0.134322 0.271288 0.010155 0.008172
1549 0.000000 -0.499232 0.376055 12.334077 1.799548 0.030091 0.028003 22.195758 0.371147 0.345386 0.017159 0.030543
1550 0.000000 -0.473630 0.376055 12.924038 2.011776 0.040128 0.008177 26.000264 0.518610 0.105676 0.024032 0.014102
1551 0.000000 -0.448029 0.376055 11.944909 2.166434 0.041625 -0.029246 25.877862 0.497202 -0.349338 0.017338 0.031345
1552 0.000000 -0.422427 0.376055 13.135090 2.292368 0.015618 -0.012306 30.110463 0.205138 -0.161639 0.015019 0.027033
1553 0.000000 -0.396825 0.376055 14.423098 2.402595 0.030200 -0.017058 34.652863 0.435583 -0.246035 0.015554 0.046976
1554 0.000000 -0.371224 0.376055 13.844090 2.547302 0.022787 -0.029634 35.265081 0.315458 -0.410260 0.016018 0.039609
1555 0.000000 -0.345622 0.376055 14.938428 2.635647 0.037171 -0.022974 39.372428 0.555283 -0.343190 0.018116 0.037225
1556 0.000000 -0.320020 0.376055 14.894417 2.780975 0.009941 -0.016661 41.421007 0.148061 -0.248159 0.023823 0.077544
1557 0.000000 -0.294419 0.376055 14.770087 2.878280 -0.015075 -0.008922 42.512441 -0.222661 -0.131783 0.019639 0.083955
1558 0.000000 -0.268817 0.376055 16.614223 2.988470 -0.035258 -0.032632 49.651104 -0.585776 -0.542153 0.013217 0.048650
1559 0.000000 -0.243216 0.376055 15.746404 3.062816 -0.017302 -0.040076 48.228345 -0.272444 -0.631052 0.014152 0.088257
1560 0.000000 -0.217614 0.376055 14.745684 3.145047 -0.012955 -0.018909 46.375876 -0.191030 -0.278829 0.011553 0.069725
1561 0.000000 -0.192012 0.376055 15.753824 3.240864 -0.004777 0.018530 51.055994 -0.075257 0.291926 0.013587 0.081021
1562 0.000000 -0.166411 0.376055 14.647151 3.305576 -0.005397 0.014377 48.417270 -0.079048 0.210575 0.022977 0.050852
1563 0.000000 -0.140809 0.376055 14.282143 3.317250 -0.022013 0.010622 47.377441 -0.314386 0.151700 0.027654 0.068812
1564 0.000000 -0.115207 0.376055 15.074334 3.347297 0.016718 0.006685 50.458275 0.252018 0.100776 0.019574 0.064990
1565 0.000000 -0.089606 0.376055 16.403265 3.371047 0.037821 0.004754 55.296180 0.620392 0.077980 0.016503 0.082930
1566 0.000000 -0.064004 0.376055 15.724330 3.428567 0.010003 0.001806 53.911922 0.157285 0.028396 0.014611 0.076830
1567 0.000000 -0.038402 0.376055 14.757987 3.490591 -0.011537 -0.044800 51.514102 -0.170266 -0.661164 0.016251 0.073946
1568 0.000000 -0.012801 0.376055 15.614700 3.498244 -0.009698 -0.064320 54.624023 -0.151437 -1.004340 0.012392 0.093518
1569 0.000000 0.012801 0.376055 15.487791 3.466810 0.002474 -0.044866 53.693233 0.038321 -0.694869 0.008811 0.092640
1570 0.000000 0.038402 0.376055 15.974576 3.409678 0.004277 -0.031430 54.468160 0.068323 -0.502082 0.009534 0.102446
1571 0.000000 0.064004 0.376055 15.665784 3.387893 -0.022786 -0.005934 53.073996 -0.356959 -0.092955 0.013312 0.065092
1572 0.000000 0.089606 0.376055 15.495594 3.330352 -0.027058 0.018201 51.605789 -0.419275 0.282034 0.020089 0.066473
1573 0.000000 0.115207 0.376055 15.959966 3.267844 -0.023667 -0.001623 52.154675 -0.377717 -0.025909 0.015739 0.075205
1574 0.000000 0.140809 0.376055 17.490974 3.226160 -0.020155 0.006051 56.428678 -0.352531 0.105836 0.010538 0.060435
1575 0.000000 0.166411 0.376055 16.032120 3.163882 -0.014360 0.026682 50.723735 -0.230214 0.427766 0.016248 0.079782
1576 0.000000 0.192012 0.376055 15.598046 3.086594 -0.012737 0.020623 48.144842 -0.198680 0.321679 0.015747 0.058885
1577 0.000000 0.217614 0.376055 15.874615 3.037898 -0.002604 0.003577 48.225455 -0.041338 0.056781 0.016677 0.058887
1578 0.000000 0.243216 0.376055 14.566760 2.957955 0.005850 0.033247 43.087814 0.085212 0.484299 0.017980 0.069256
1579 0.000000 0.268817 0.376055 15.201966 2.834708 -0.000591 0.034746 43.093130 -0.008986 0.528202 0.017953 0.031450
1580 0.000000 0.294419 0.376055 13.368674 2.726259 -0.013175 0.009528 36.446464 -0.176132 0.127378 0.014519 0.041136
1581 0.000000 0.320020 0.376055 14.745764 2.590016 -0.038453 0.034866 38.191760 -0.567019 0.514124 0.022107 0.050235
1582 0.000000 0.345622 0.376055 14.763029 2.460098 -0.039580 0.043547 36.318491 -0.584321 0.642893 0.019161 0.049583
1583 0.000000 0.371224 0.376055 13.666100 2.375331 -0.002661 0.006546 32.461514 -0.036362 0.089455 0.016622 0.048513
1584 0.000000 0.396825 0.376055 13.063491 2.273680 -0.023498 -0.023499 29.702199 -0.306960 -0.306984 0.014977 0.043808
1585 0.000000 0.422427 0.376055 13.707666 2.159118 -0.015020 -0.016846 29.596461 -0.205884 -0.230913 0.015600 0.027499
1586 0.000000 0.448029 0.376055 14.313170 2.008509 -0.006078 0.017921 28.748136 -0.086992 0.256511 0.012756 0.036889
1587 0.000000 0.473630 0.376055 12.075390 1.856273 -0.012265 0.010967 22.415221 -0.148101 0.132431 0.012441 0.013961
1588 0.000000 0.499232 0.376055 12.526321 1.734958 -0.000968 0.007441 21.732641 -0.012120 0.093204 0.012137 0.026382
1589 0.000000 0.524834 0.376055 12.305797 1.644735 -0.008934 0.014645 20.239771 -0.109943 0.180222 0.012938 0.007362
1590 0.000000 0.550435 0.376055 12.571400 1.506818 -0.005048 0.030891 18.942809 -0.063456 0.388346 0.013915 0.000000
1591 0.000000 0.576037 0.376055 13.395867 1.411110 -0.000360 0.001262 18.903044 -0.004822 0.016900 0.017840 0.017938
1592 0.000000 0.601639 0.376055 10.639870 1.273166 -0.028304 -0.000022 13.546318 -0.301154 -0.000236 0.016435 0.040491
1593 0.000000 0.627240 0.376055 8.001344 1.122080 -0.028631 0.006878 8.978144 -0.229085 0.055029 0.017767 0.000000
1594 0.000000 0.652842 0.376055 10.311411 0.988524 -0.032200 0.000951 10.193076 -0.332030 0.009802 0.010275 0.000000
1595 0.000000 0.678443 0.376055 10.839845 0.948694 -0.003954 -0.000280 10.283698 -0.042862 -0.003035 0.012476 0.003872
1596 0.000000 0.704045 0.376055 9.288206 0.858614 0.003345 0.007130 7.974985 0.031070 0.066226 0.023322 0.000000
1597 0.000000 0.729647 0.376055 8.518138 0.662684 0.028595 0.011856 5.644837 0.243577 0.100987 0.028805 0.000000
1598 0.000000 0.755248 0.376055 6.904309 0.485935 -0.019004 -0.021236 3.355047 -0.131212 -0.146618 0.022865 0.000000
1599 0.000000 0.780850 0.376055 5.465624 0.247192 0.027372 0.013971 1.351057 0.149605 0.076359 0.019408 0.000000
1600 0.000000 0.806452 0.376055 3.506279 0.134945 0.048214 0.023451 0.473156 0.169050 0.082224 0.009126 0.007216
1601 0.000000 -0.838710 0.391097 0.704954 0.115871 -0.037348 0.017416 0.081684 -0.026329 0.012277 0.000094 0.002740
1602 0.000000 -0.812084 0.391097 3.048618 0.246826 -0.016985 0.005064 0.752480 -0.051780 0.015438 0.017072 0.000000
1603 0.000000 -0.785458 0.391097 4.495498 0.394528 -0.015726 -0.015548 1.773598 -0.070694 -0.069898 0.064470 0.006468
1604 0.000000 -0.758833 0.391097 1.511903 0.574086 -0.034304 -0.033559 0.867963 -0.051864 -0.050737 0.033804 0.000000
1605 0.000000 -0.732207 0.391097 1.763358 0.731277 -0.027938 0.032033 1.289504 -0.049264 0.056486 0.009239 0.000000
1606 0.000000 -0.705581 0.391097 2.507791 0.905064 -0.009387 -0.012941 2.269712 -0.023540 -0.032453 0.021973 0.000000
1607 0.000000 -0.678955 0.391097 3.563088 1.027091 0.042579 -0.080297 3.659615 0.151711 -0.286104 0.015625 0.000000
1608 0.000000 -0.652330 0.391097 5.417326 1.122142 0.015677 -0.031031 6.079012 0.084927 -0.168106 0.008783 0.005437
1609 0.000000 -0.625704 0.391097 7.298860 1.189632 0.020290 0.000822 8.682957 0.148094 0.006000 0.009170 0.005558
1610 0.000000 -0.599078 0.391097 5.160613 1.342184 0.005692 -0.000462 6.926490 0.029377 -0.002382 0.019045 0.000000
1611 0.000000 -0.572453 0.391097 8.602489 1.512517 -0.009683 -0.016033 13.011407 -0.083298 -0.137925 0.007746 0.000000
1612 0.000000 -0.545827 0.391097 11.520391 1.624715 -0.006979 0.029243 18.717355 -0.080396 0.336896 0.010066 0.008106
1613 0.000000 -0.519201 0.391097 10.004501 1.716844 0.029065 0.030279 17.176172 0.290784 0.302927 0.009383 0.004739
1614 0.000000 -0.492576 0.391097 10.678696 1.913962 0.048739 0.033969 20.438613 0.520472 0.362741 0.022398 0.028851
1615 0.000000 -0.465950 0.391097 12.118067 2.121939 0.055847 -0.018109 25.713798 0.676752 -0.219446 0.020377 0.029834
1616 0.000000 -0.439324 0.391097 11.455097 2.263949 0.025028 -0.023806 25.933760 0.286694 -0.272700 0.011825 0.015113
1617 0.000000 -0.412698 0.391097 14.132717 2.420578 0.008019 -0.014510 34.209341 0.113328 -0.205069 0.013264 0.032479
1618 0.000000 -0.386073 0.391097 13.859909 2.535288 0.008782 -0.005945 35.138868 0.121712 -0.082391 0.014962 0.048685
1619 0.000000 -0.359447 0.391097 14.414156 2.666536 0.002125 -0.009683 38.435867 0.030631 -0.139568 0.014513 0.032683
1620 0.000000 -0.332821 0.391097 13.817636 2.795085 -0.002812 -0.014645 38.621463 -0.038860 -0.202364 0.020354 0.009630
1621 0.000000 -0.306196 0.391097 15.140082 2.927762 -0.007740 -0.028638 44.326552 -0.117182 -0.433578 0.011007 0.047753
1622 0.000000 -0.279570 0.391097 14.780898 3.015866 -0.010394 -0.011873 44.577212 -0.153634 -0.175488 0.012940 0.019233
1623 0.000000 -0.252944 0.391097 15.468137 3.102834 -0.011624 -0.021197 47.995066 -0.179806 -0.327875 0.013457 0.041722
1624 0.000000 -0.226318 0.391097 14.873011 3.177250 -0.014497 -0.001349 47.255269 -0.215610 -0.020062 0.011988 0.049402
1625 0.000000 -0.199693 0.391097 15.688622 3.261395 -0.019749 0.018352 51.166789 -0.309841 0.287925 0.013238 0.051351
1626 0.000000 -0.173067 0.391097 14.393094 3.383793 -0.013955 0.027593 48.703255 -0.200858 0.397147 0.015742 0.053411
1627 0.000000 -0.146441 0.391097 13.989906 3.438005 -0.013662 0.028466 48.097371 -0.191135 0.398234 0.020710 0.030113
1628 0.000000 -0.119816 0.391097 14.976265 3.445582 -0.000036 0.004747 51.601950 -0.000546 0.071091 0.018853 0.067334
1629 0.000000 -0.093190 0.391097 16.521413 3.463322 0.015953 0.017209 57.218978 0.263573 0.284311 0.017495 0.066827
1630 0.000000 -0.066564 0.391097 15.344983 3.507301 0.018751 0.016479 53.819471 0.287736 0.252868 0.013743 0.069057
1631 0.000000 -0.039939 0.391097 14.645664 3.559604 0.012392 -0.030202 52.132760 0.181491 -0.442331 0.013826 0.068174
1632 0.000000 -0.013313 0.391097 15.803130 3.570988 -0.000706 -0.064634 56.432788 -0.011155 -1.021417 0.008369 0.077294
1633 0.000000 0.013313 0.391097 15.546381 3.537428 0.000644 -0.033948 54.994203 0.010019 -0.527769 0.009863 0.074879
1634 0.000000 0.039939 0.391097 15.435033 3.488365 -0.003214 -0.015219 53.843035 -0.049606 -0.234906 0.010058 0.095814
1635 0.000000 0.066564 0.391097 15.870285 3.466516 -0.019675 0.004786 55.014589 -0.312252 0.075949 0.010773 0.069422
1636 0.000000 0.093190 0.391097 15.100365 3.420443 -0.018559 0.006373 51.649937 -0.280242 0.096233 0.016083 0.049333
1637 0.000000 0.119816 0.391097 15.720379 3.347074 -0.031357 -0.006558 52.617267 -0.492939 -0.103097 0.010295 0.046331
1638 0.000000 0.146441 0.391097 16.100015 3.281778 -0.017126 0.002503 52.836683 -0.275731 0.040293 0.006678 0.049788
1639 0.000000 0.173067 0.391097 15.032914 3.224321 -0.014478 0.008279 48.470936 -0.217650 0.124458 0.015002 0.050506
1640 0.000000 0.199693 0.391097 14.782402 3.157939 -0.000281 -0.000881 46.681924 -0.004159 -0.013018 0.011302 0.046980
1641 0.000000 0.226318 0.391097 16.093250 3.097322 -0.011526 -0.001849 49.845985 -0.185490 -0.029752 0.008552 0.043101
1642 0.000000 0.252944 0.391097 14.283288 2.994344 0.005884 0.012304 42.769076 0.084036 0.175740 0.016078 0.049795
1643 0.000000 0.279570 0.391097 14.461323 2.847170 -0.017796 0.022668 41.173845 -0.257359 0.327806 0.015320 0.037575
1644 0.000000 0.306196 0.391097 14.248646 2.747511 -0.034020 0.035802 39.148312 -0.484741 0.510132 0.014525 0.037919
1645 0.000000 0.332821 0.391097 13.631939 2.604696 -0.041656 0.056490 35.507057 -0.567851 0.770068 0.021378 0.030270
1646 0.000000 0.359447 0.391097 12.871073 2.514158 -0.003914 0.037276 32.359909 -0.050381 0.479779 0.022900 0.021284
1647 0.000000 0.386073 0.391097 13.059642 2.386739 -0.008694 -0.004298 31.169959 -0.113539 -0.056133 0.014035 0.060732
1648 0.000000 0.412698 0.391097 13.489802 2.273406 -0.021562 -0.014189 30.667800 -0.290864 -0.191405 0.011391 0.015527
1649 0.000000 0.439324 0.391097 12.458942 2.103837 -0.022178 0.009409 26.211586 -0.276310 0.117226 0.011785 0.015853
1650 0.000000 0.465950 0.391097 11.544646 1.962860 -0.024752 0.034636 22.660521 -0.285752 0.399861 0.012485 0.023058
1651 0.000000 0.492576 0.391097 10.640948 1.837624 -0.014879 0.020140 19.554065 -0.158327 0.214310 0.014906 0.015461
1652 0.000000 0.519201 0.391097 10.448612 1.702095 -0.015080 0.040771 17.784530 -0.157567 0.426000 0.010105 0.004082
1653 0.000000 0.545827 0.391097 10.833103 1.581016 -0.001493 0.042536 17.127304 -0.016176 0.460794 0.010492 0.000000
1654 0.000000 0.572453 0.391097 10.043637 1.496305 0.020139 0.007484 15.028341 0.202269 0.075168 0.014377 0.005619
1655 0.000000 0.599078 0.391097 7.159989 1.337994 -0.028401 0.011026 9.580019 -0.203351 0.078945 0.015250 0.022400
1656 0.000000 0.625704 0.391097 5.751464 1.207615 -0.022970 0.027259 6.945552 -0.132114 0.156782 0.015380 0.000000
1657 0.000000 0.652330 0.391097 5.795360 1.056025 -0.025812 -0.009944 6.120043 -0.149589 -0.057627 0.007741 0.000000
1658 0.000000 0.678955 0.391097 6.620435 1.029686 0.016138 -0.005088 6.816971 0.106843 -0.033686 0.016020 0.000000
1659 0.000000 0.705581 0.391097 5.882945 0.965870 0.024324 -0.012290 5.682161 0.143098 -0.072302 0.018543 0.000000
1660 0.000000 0.732207 0.391097 3.646624 0.744221 0.025962 -0.018359 2.713896 0.094672 -0.066950 0.037879 0.000000
1661 0.000000 0.758833 0.391097 1.444372 0.443909 -0.053514 -0.049260 0.641170 -0.077295 -0.071149 0.028897 0.000000
1662 0.000000 0.785458 0.391097 3.672846 0.162156 0.036645 0.021256 0.595572 0.134592 0.078072 0.011140 0.000000
1663 0.000000 0.812084 0.391097 2.446268 0.102413 0.044222 0.022156 0.250530 0.108178 0.054201 0.008376 0.000000
1664 0.000000 0.838710 0.391097 0.000388 -0.004322 0.039341 0.018345 -0.000002 0.000015 0.000007 0.000000 0.000000
1665 0.000000 -0.870968 0.406139 0.000000 -nan -nan -nan 0.000000 0.000000 0.000000 -nan 0.003552
1666 0.000000 -0.843318 0.406139 0.373018 0.115198 -0.037393 0.017437 0.042971 -0.013948 0.006504 0.000000 0.000000
1667 0.000000 -0.815668 0.406139 0.743608 0.177485 -0.036284 0.014024 0.131979 -0.026981 0.010428 0.016943 0.000000
1668 0.000000 -0.788018 0.406139 1.112091 0.733882 -0.128320 -0.034080 0.816144 -0.142703 -0.037900 0.072002 0.000000
1669 0.000000 -0.760369 0.406139 0.213864 0.791348 -0.095385 -0.060242 0.169241 -0.020399 -0.012884 0.004609 0.000000
1670 0.000000 -0.732719 0.406139 0.269425 0.747430 -0.037297 -0.027289 0.201376 -0.010049 -0.007352 0.006662 0.000000
1671 0.000000 -0.705069 0.406139 0.185577 1.001246 -0.003383 -0.046900 0.185808 -0.000628 -0.008704 0.010917 0.000000
1672 0.000000 -0.677419 0.406139 0.727829 1.104209 0.034147 -0.078364 0.803676 0.024853 -0.057036 0.010859 0.000000
1673 0.000000 -0.649770 0.406139 2.529520 1.176643 0.012714 -0.023513 2.976341 0.032160 -0.059477 0.008082 0.000000
1674 0.000000 -0.622120 0.406139 2.891035 1.213318 0.021964 0.000243 3.507745 0.063499 0.000704 0.008161 0.000000
1675 0.000000 -0.594470 0.406139 0.881120 1.417085 -0.015601 -0.010193 1.248623 -0.013746 -0.008981 0.014012 0.000000
1676 0.000000 -0.566820 0.406139 4.022779 1.598938 -0.011803 0.031864 6.432173 -0.047479 0.128183 0.009462 0.000000
1677 0.000000 -0.539171 0.406139 7.324602 1.678441 -0.014071 0.043113 12.293910 -0.103062 0.315786 0.010393 0.009890
1678 0.000000 -0.511521 0.406139 5.218103 1.812338 0.048379 0.039899 9.456967 0.252447 0.208199 0.018411 0.000000
1679 0.000000 -0.483871 0.406139 8.175862 2.054871 0.046009 0.007617 16.800341 0.376166 0.062273 0.019131 0.000000
1680 0.000000 -0.456221 0.406139 9.359179 2.208941 0.039480 -0.043661 20.673870 0.369496 -0.408628 0.014659 0.000000
1681 0.000000 -0.428571 0.406139 9.828243 2.415694 0.006644 -0.020058 23.742022 0.065294 -0.197133 0.023486 0.004360
1682 0.000000 -0.400922 0.406139 12.615845 2.564461 0.002613 -0.019445 32.352848 0.032969 -0.245319 0.016558 0.013333
1683 0.000000 -0.373272 0.406139 12.427879 2.663631 0.000746 -0.001434 33.103284 0.009270 -0.017827 0.014600 0.013916
1684 0.000000 -0.345622 0.406139 12.646315 2.794937 -0.015393 -0.012355 35.345650 -0.194670 -0.156241 0.018198 0.007140
1685 0.000000 -0.317972 0.406139 13.554384 2.940362 0.001849 -0.049482 39.854795 0.025057 -0.670701 0.014112 0.034730
1686 0.000000 -0.290323 0.406139 12.750288 3.046742 0.027513 -0.019407 38.846839 0.350800 -0.247451 0.012444 0.036942
1687 0.000000 -0.262673 0.406139 13.963374 3.143898 0.003434 -0.007025 43.899420 0.047956 -0.098089 0.012480 0.023029
1688 0.000000 -0.235023 0.406139 14.176499 3.246108 -0.013063 0.008150 46.018451 -0.185184 0.115532 0.016262 0.052286
1689 0.000000 -0.207373 0.406139 15.470725 3.331904 -0.019963 0.008406 51.546968 -0.308841 0.130049 0.017224 0.029025
1690 0.000000 -0.179724 0.406139 13.827304 3.433460 -0.019471 0.032135 47.475501 -0.269229 0.444345 0.013221 0.039805
1691 0.000000 -0.152074 0.406139 13.902495 3.517909 0.001845 0.036366 48.907713 0.025649 0.505582 0.014820 0.033154
1692 0.000000 -0.124424 0.406139 14.194648 3.546699 0.005619 0.001887 50.344145 0.079765 0.026782 0.012175 0.044752
1693 0.000000 -0.096774 0.406139 15.644246 3.558337 0.012496 0.019685 55.667492 0.195486 0.307954 0.015571 0.051030
1694 0.000000 -0.069124 0.406139 14.520182 3.611220 0.005652 0.007194 52.435578 0.082062 0.104458 0.015008 0.064464
1695 0.000000 -0.041475 0.406139 14.648041 3.636708 0.003532 -0.025416 53.270649 0.051737 -0.372301 0.013403 0.058368
1696 0.000000 -0.013825 0.406139 15.144421 3.637103 -0.012671 -0.041104 55.081818 -0.191896 -0.622500 0.010223 0.060504
1697 0.000000 0.013825 0.406139 15.739606 3.592452 -0.014647 -0.017163 56.543778 -0.230543 -0.270142 0.010572 0.060168
1698 0.000000 0.041475 0.406139 15.058643 3.560194 -0.023742 -0.004541 53.611688 -0.357525 -0.068379 0.008675 0.084620
1699 0.000000 0.069124 0.406139 15.070783 3.528168 -0.026243 0.004024 53.172249 -0.395509 0.060650 0.007991 0.064473
